ZONE,COUNTY,MODE,TRIPS
362,Hillsborough County,AUTO,2447.0668
362,Hillsborough County,SCHOOL_BUS,161.95624
362,Hillsborough County,TNC,100.66859
362,Hillsborough County,WALK,3324.84506
363,Hillsborough County,AUTO,994.03233
364,Hillsborough County,AUTO,3060.1135
364,Hillsborough County,TNC,100.66859
364,Hillsborough County,WALK,79.24842
365,Hillsborough County,TNC,118.29026
366,Hillsborough County,AUTO,4322.90306
366,Hillsborough County,SCHOOL_BUS,79.05105
366,Hillsborough County,TRANSIT,18.28361
367,Hillsborough County,AUTO,26130.32264
367,Hillsborough County,SCHOOL_BUS,1913.91829
368,Hillsborough County,AUTO,118.99022
368,Hillsborough County,SCHOOL_BUS,1994.89641
368,Hillsborough County,TRANSIT,806.88822
369,Hillsborough County,AUTO,2424.7565
370,Hillsborough County,AUTO,2482.12163
371,Hillsborough County,AUTO,47.05769
371,Hillsborough County,OTHER,3.36212
371,Hillsborough County,SHUTTLE_VANPOOL,3880.1262
373,Hillsborough County,AUTO,559.70025
374,Hillsborough County,AUTO,307.67536
376,Hillsborough County,AUTO,277.78953
380,Hillsborough County,AUTO,123.96268
384,Hillsborough County,AUTO,8688.01586
385,Hillsborough County,AUTO,650.20275
386,Hillsborough County,AUTO,2906.32016
387,Hillsborough County,AUTO,582.36011
388,Hillsborough County,AUTO,246.37197
389,Hillsborough County,AUTO,1342.27007
389,Hillsborough County,SCHOOL_BUS,28.77408
389,Hillsborough County,WALK,275.59693
390,Hillsborough County,AUTO,488.90637
391,Hillsborough County,AUTO,20.40878
393,Hillsborough County,AUTO,1952.18039
394,Hillsborough County,AUTO,26.36138
395,Hillsborough County,AUTO,347.35571
396,Hillsborough County,AUTO,27956.77602
396,Hillsborough County,SHUTTLE_VANPOOL,3880.1262
397,Hillsborough County,SCHOOL_BUS,28.77408
398,Hillsborough County,AUTO,117.60041
399,Hillsborough County,AUTO,9085.43934
399,Hillsborough County,SHUTTLE_VANPOOL,1940.0631
400,Hillsborough County,AUTO,419.48941
401,Hillsborough County,AUTO,3692.00793
401,Hillsborough County,WALK,115.47525
402,Hillsborough County,AUTO,3443.47843
403,Hillsborough County,AUTO,3437.71854
404,Hillsborough County,AUTO,2833.98219
405,Hillsborough County,AUTO,9.76576
406,Hillsborough County,AUTO,131.34107
408,Hillsborough County,AUTO,158.17738
408,Hillsborough County,WALK,181.40753
409,Hillsborough County,AUTO,42.66178
409,Hillsborough County,TNC,1902.42757
410,Hillsborough County,AUTO,213.89931
411,Hillsborough County,AUTO,531.80301
415,Hillsborough County,AUTO,792.05799
416,Hillsborough County,AUTO,788.89704
416,Hillsborough County,WALK,159.90736
417,Hillsborough County,AUTO,145.93392
418,Hillsborough County,AUTO,3178.30303
419,Hillsborough County,AUTO,1297.89106
420,Hillsborough County,AUTO,7614.12202
421,Hillsborough County,AUTO,886.98707
422,Hillsborough County,AUTO,10115.79236
423,Hillsborough County,AUTO,4917.84952
423,Hillsborough County,TNC,1902.42757
423,Hillsborough County,WALK,1597.36782
424,Hillsborough County,AUTO,29622.42877
424,Hillsborough County,WALK,305.47636
425,Hillsborough County,AUTO,24404.45722
425,Hillsborough County,SHUTTLE_VANPOOL,1940.0631
426,Hillsborough County,AUTO,163.60046
427,Hillsborough County,AUTO,674.29137
427,Hillsborough County,TRANSIT,142.29493
427,Hillsborough County,WALK,1823.58539
428,Hillsborough County,AUTO,4128.76954
428,Hillsborough County,TNC,2336.45467
428,Hillsborough County,WALK,350.03502
429,Hillsborough County,AUTO,282.42128
429,Hillsborough County,BIKE,105.3984
429,Hillsborough County,WALK,26.70812
430,Hillsborough County,AUTO,1673.91235
430,Hillsborough County,TRANSIT,150.43194
430,Hillsborough County,WALK,98.72257
431,Hillsborough County,AUTO,438.84353
431,Hillsborough County,WALK,325.88304
432,Hillsborough County,AUTO,9298.49238
432,Hillsborough County,WALK,1823.58539
433,Hillsborough County,AUTO,1508.73808
433,Hillsborough County,TNC,1127.12378
433,Hillsborough County,WALK,2234.48545
434,Hillsborough County,AUTO,7873.6164
434,Hillsborough County,OTHER,1169.09168
434,Hillsborough County,SCHOOL_BUS,180.94228
434,Hillsborough County,WALK,34.63474
435,Hillsborough County,AUTO,7196.54048
436,Hillsborough County,AUTO,4079.33223
436,Hillsborough County,WALK,2221.84827
437,Hillsborough County,AUTO,5458.40429
438,Hillsborough County,AUTO,31542.77651
438,Hillsborough County,LONG_DIST_PASS,3429.85876
438,Hillsborough County,SHUTTLE_VANPOOL,171.89474
438,Hillsborough County,TNC,4731.26549
439,Hillsborough County,AUTO,173.57573
439,Hillsborough County,SHUTTLE_VANPOOL,74.71946
440,Hillsborough County,AUTO,29.29728
441,Hillsborough County,AUTO,14708.32216
441,Hillsborough County,SHUTTLE_VANPOOL,9.14181
442,Hillsborough County,AUTO,22507.27312
443,Hillsborough County,AUTO,10966.57666
443,Hillsborough County,BIKE,74.58624
443,Hillsborough County,TRANSIT,18.4764
443,Hillsborough County,WALK,1127.67828
444,Hillsborough County,AUTO,347.39605
445,Hillsborough County,AUTO,4716.80428
446,Hillsborough County,AUTO,3959.414
447,Hillsborough County,AUTO,6547.49007
447,Hillsborough County,WALK,1342.30294
448,Hillsborough County,AUTO,9653.54901
448,Hillsborough County,TRANSIT,12.3176
449,Hillsborough County,AUTO,5229.8672
450,Hillsborough County,AUTO,1391.10105
451,Hillsborough County,AUTO,4800.42365
452,Hillsborough County,AUTO,8163.6036
452,Hillsborough County,WALK,6.1588
453,Hillsborough County,AUTO,5382.89225
454,Hillsborough County,AUTO,5250.17055
454,Hillsborough County,TRANSIT,2768.74297
455,Hillsborough County,AUTO,11643.20214
455,Hillsborough County,TNC,2886.88115
456,Hillsborough County,AUTO,7989.02605
456,Hillsborough County,TRANSIT,174.96754
456,Hillsborough County,WALK,41.29777
457,Hillsborough County,AUTO,8891.83966
457,Hillsborough County,TNC,3302.24403
458,Hillsborough County,AUTO,11771.18869
458,Hillsborough County,SHUTTLE_VANPOOL,64.11816
458,Hillsborough County,WALK,1335.878
459,Hillsborough County,AUTO,2313.30854
460,Hillsborough County,AUTO,3537.39602
460,Hillsborough County,WALK,669.13528
461,Hillsborough County,AUTO,3471.27723
461,Hillsborough County,TNC,9.14181
462,Hillsborough County,AUTO,281.05136
463,Hillsborough County,AUTO,1767.58993
464,Hillsborough County,AUTO,5598.99632
465,Hillsborough County,AUTO,14383.73562
465,Hillsborough County,SHUTTLE_VANPOOL,343.1832
465,Hillsborough County,TRANSIT,957.52412
466,Hillsborough County,AUTO,1294.61695
467,Hillsborough County,AUTO,21637.63662
467,Hillsborough County,TRANSIT,209.76923
468,Hillsborough County,AUTO,6535.92169
469,Hillsborough County,AUTO,5453.5434
470,Hillsborough County,AUTO,122.40136
471,Hillsborough County,AUTO,1848.45178
472,Hillsborough County,AUTO,1913.57456
473,Hillsborough County,AUTO,681.29938
473,Hillsborough County,TRANSIT,149.74679
474,Hillsborough County,AUTO,152.30794
475,Hillsborough County,AUTO,2954.19466
475,Hillsborough County,WALK,80.5267
476,Hillsborough County,AUTO,12640.07963
476,Hillsborough County,WALK,730.0368
477,Hillsborough County,AUTO,10371.53175
477,Hillsborough County,TNC,99.30834
477,Hillsborough County,WALK,32.24429
478,Hillsborough County,AUTO,2734.18282
479,Hillsborough County,AUTO,309.59898
480,Hillsborough County,AUTO,3152.28488
480,Hillsborough County,WALK,54.58608
481,Hillsborough County,AUTO,4927.38901
481,Hillsborough County,WALK,42.09333
482,Hillsborough County,AUTO,4386.09161
482,Hillsborough County,WALK,1066.08128
483,Hillsborough County,AUTO,2303.01481
483,Hillsborough County,WALK,177.32399
484,Hillsborough County,AUTO,1243.4435
484,Hillsborough County,WALK,177.32399
485,Hillsborough County,AUTO,4280.07546
485,Hillsborough County,WALK,55.85817
486,Hillsborough County,AUTO,582.61191
487,Hillsborough County,AUTO,10133.06954
488,Hillsborough County,AUTO,2948.07875
489,Hillsborough County,AUTO,1631.33149
490,Hillsborough County,AUTO,331.51959
491,Hillsborough County,AUTO,2716.41694
491,Hillsborough County,WALK,7.41052
492,Hillsborough County,AUTO,4219.91689
492,Hillsborough County,WALK,204.29122
493,Hillsborough County,AUTO,9334.53476
494,Hillsborough County,AUTO,3535.4015
495,Hillsborough County,AUTO,4078.62091
496,Hillsborough County,AUTO,6124.3463
497,Hillsborough County,AUTO,4862.70845
497,Hillsborough County,WALK,581.20306
498,Hillsborough County,AUTO,8404.76921
498,Hillsborough County,BIKE,1195.93134
498,Hillsborough County,WALK,739.87526
499,Hillsborough County,AUTO,1077.22526
499,Hillsborough County,WALK,257.66988
500,Hillsborough County,AUTO,18.28361
501,Hillsborough County,AUTO,196.68832
502,Hillsborough County,AUTO,410.26988
503,Hillsborough County,AUTO,16809.77093
503,Hillsborough County,BIKE,101.3056
503,Hillsborough County,WALK,399.37422
504,Hillsborough County,AUTO,36231.42429
504,Hillsborough County,WALK,376.90253
505,Hillsborough County,AUTO,4642.48559
505,Hillsborough County,WALK,22.73893
506,Hillsborough County,AUTO,3033.11421
506,Hillsborough County,WALK,572.82866
507,Hillsborough County,AUTO,5114.39461
507,Hillsborough County,WALK,5.18124
508,Hillsborough County,AUTO,3262.22974
509,Hillsborough County,AUTO,11978.55402
509,Hillsborough County,WALK,3.44728
510,Hillsborough County,AUTO,3550.7532
510,Hillsborough County,WALK,2484.41861
511,Hillsborough County,AUTO,12908.40417
511,Hillsborough County,BIKE,1017.77381
511,Hillsborough County,CAR_SHARE,18.44573
511,Hillsborough County,WALK,344.78904
512,Hillsborough County,AUTO,6596.70254
512,Hillsborough County,WALK,1946.08892
513,Hillsborough County,AUTO,3864.77837
513,Hillsborough County,WALK,281.77862
514,Hillsborough County,AUTO,5798.58853
514,Hillsborough County,WALK,937.3096
515,Hillsborough County,AUTO,7724.04328
515,Hillsborough County,TRANSIT,535.38416
515,Hillsborough County,WALK,80.5267
516,Hillsborough County,AUTO,5448.32836
516,Hillsborough County,WALK,344.98511
517,Hillsborough County,AUTO,20550.72648
517,Hillsborough County,BIKE,3679.77654
517,Hillsborough County,OTHER,119.03877
517,Hillsborough County,WALK,23749.73626
518,Hillsborough County,AUTO,1879.50684
518,Hillsborough County,CAR_SHARE,18.44573
518,Hillsborough County,WALK,243.89046
519,Hillsborough County,AUTO,6769.64241
519,Hillsborough County,WALK,226.09006
520,Hillsborough County,AUTO,3452.62413
520,Hillsborough County,WALK,2097.32566
521,Hillsborough County,AUTO,30719.98492
521,Hillsborough County,TRANSIT,99.77001
522,Hillsborough County,AUTO,36700.20912
522,Hillsborough County,TNC,267.2216
522,Hillsborough County,TRANSIT,1195.93134
522,Hillsborough County,WALK,4063.02298
523,Hillsborough County,AUTO,5484.94325
524,Hillsborough County,AUTO,39738.33039
524,Hillsborough County,WALK,364.30932
525,Hillsborough County,AUTO,10166.19092
525,Hillsborough County,BIKE,1195.93134
525,Hillsborough County,CAR_SHARE,6.1923
525,Hillsborough County,TRANSIT,1195.93134
525,Hillsborough County,WALK,2387.51208
526,Hillsborough County,AUTO,15365.69941
526,Hillsborough County,WALK,6506.39181
527,Hillsborough County,AUTO,241.2224
528,Hillsborough County,AUTO,746.59808
528,Hillsborough County,WALK,79.05105
529,Hillsborough County,AUTO,5086.37824
529,Hillsborough County,LONG_DIST_PASS,3854.26068
530,Hillsborough County,AUTO,868.06333
531,Hillsborough County,AUTO,1938.68285
531,Hillsborough County,WALK,2049.86848
532,Hillsborough County,AUTO,442.11992
533,Hillsborough County,AUTO,2481.52545
534,Hillsborough County,AUTO,9211.52622999999
534,Hillsborough County,SHUTTLE_VANPOOL,64.11816
534,Hillsborough County,WALK,128.23632
535,Hillsborough County,AUTO,3925.6255
535,Hillsborough County,WALK,608.37755
536,Hillsborough County,AUTO,61.98134
536,Hillsborough County,WALK,123.96268
537,Hillsborough County,AUTO,6112.35508
537,Hillsborough County,CAR_SHARE,6.1923
538,Hillsborough County,AUTO,1975.14317
538,Hillsborough County,TRANSIT,99.77001
539,Hillsborough County,AUTO,6692.29412
539,Hillsborough County,OTHER,27.6535
540,Hillsborough County,AUTO,101370.682
540,Hillsborough County,WALK,365.53626
541,Hillsborough County,AUTO,31202.38133
541,Hillsborough County,OTHER,5636.6313
541,Hillsborough County,SHUTTLE_VANPOOL,219.23651
541,Hillsborough County,WALK,668.1106
542,Hillsborough County,AUTO,11976.967
542,Hillsborough County,WALK,1010.85887
543,Hillsborough County,AUTO,1011.73441
543,Hillsborough County,TRANSIT,6.1588
544,Hillsborough County,AUTO,2276.24996
544,Hillsborough County,WALK,535.38416
545,Hillsborough County,AUTO,1767.11088
546,Hillsborough County,AUTO,3946.01996
546,Hillsborough County,WALK,1873.72362
547,Hillsborough County,AUTO,3528.86052
547,Hillsborough County,TRANSIT,6.1588
547,Hillsborough County,WALK,2927.86199
548,Hillsborough County,AUTO,2873.92541
548,Hillsborough County,WALK,446.26917
549,Hillsborough County,AUTO,611.1812
551,Hillsborough County,AUTO,350.69222
552,Hillsborough County,AUTO,4694.77825
552,Hillsborough County,BIKE,98.62847
552,Hillsborough County,WALK,982.41177
553,Hillsborough County,AUTO,3578.73724
553,Hillsborough County,WALK,1047.48009
555,Hillsborough County,AUTO,125.41534
556,Hillsborough County,AUTO,296.76097
556,Hillsborough County,WALK,508.32665
557,Hillsborough County,AUTO,32.12478
558,Hillsborough County,AUTO,18305.20563
559,Hillsborough County,AUTO,2270.62507
560,Hillsborough County,AUTO,56.27094
561,Hillsborough County,AUTO,1275.17618
562,Hillsborough County,AUTO,1454.79026
563,Hillsborough County,AUTO,54.13355
564,Hillsborough County,AUTO,7230.4219
565,Hillsborough County,AUTO,2082.74639
565,Hillsborough County,SCHOOL_BUS,1612.5146
565,Hillsborough County,TRANSIT,110.8938
566,Hillsborough County,AUTO,30.97112
567,Hillsborough County,AUTO,6279.63105
567,Hillsborough County,TRANSIT,106.38942
567,Hillsborough County,WALK,2087.79137
568,Hillsborough County,AUTO,4077.91163
568,Hillsborough County,WALK,499.55088
569,Hillsborough County,AUTO,46.07377
570,Hillsborough County,AUTO,417.83569
571,Hillsborough County,AUTO,3517.34312
571,Hillsborough County,TRANSIT,255.94952
571,Hillsborough County,WALK,1898.96187
572,Hillsborough County,AUTO,1989.09884
572,Hillsborough County,TRANSIT,9.3922
572,Hillsborough County,WALK,1644.16655
573,Hillsborough County,AUTO,1747.51297
574,Hillsborough County,AUTO,656.12202
574,Hillsborough County,BIKE,22.78001
574,Hillsborough County,WALK,72.32759
575,Hillsborough County,AUTO,1480.13913
576,Hillsborough County,AUTO,290.30993
577,Hillsborough County,AUTO,4132.85154
577,Hillsborough County,BIKE,660.96172
577,Hillsborough County,WALK,38.59125
578,Hillsborough County,AUTO,2921.66381
578,Hillsborough County,BIKE,239.25597
579,Hillsborough County,AUTO,2145.76885
579,Hillsborough County,WALK,76.04748
580,Hillsborough County,AUTO,1751.0113
580,Hillsborough County,BIKE,79.45124
580,Hillsborough County,CAR_SHARE,115.9253
580,Hillsborough County,SCHOOL_BUS,79.05105
580,Hillsborough County,TNC,4.65249
580,Hillsborough County,WALK,4644.32506
581,Hillsborough County,AUTO,98.27294
581,Hillsborough County,WALK,194.5263
582,Hillsborough County,AUTO,139.67794
582,Hillsborough County,BIKE,0.63384
582,Hillsborough County,WALK,2459.54918
583,Hillsborough County,AUTO,376.84841
583,Hillsborough County,WALK,9.27939
584,Hillsborough County,AUTO,361.76815
584,Hillsborough County,BIKE,159.50398
584,Hillsborough County,CAR_SHARE,18.44573
584,Hillsborough County,WALK,437.04244
585,Hillsborough County,AUTO,439.3848
585,Hillsborough County,TNC,8.72684
585,Hillsborough County,TRANSIT,191.28386
585,Hillsborough County,WALK,217.53051
586,Hillsborough County,AUTO,435.85217
586,Hillsborough County,TNC,4.65249
586,Hillsborough County,WALK,313.66068
588,Hillsborough County,AUTO,259.96442
588,Hillsborough County,BIKE,6.1923
588,Hillsborough County,WALK,111.69859
589,Hillsborough County,AUTO,79.18514
589,Hillsborough County,WALK,6.09454
590,Hillsborough County,AUTO,9062.00657
590,Hillsborough County,TRANSIT,774.97244
590,Hillsborough County,WALK,2205.2383
591,Hillsborough County,AUTO,656.59168
591,Hillsborough County,BIKE,79.45124
591,Hillsborough County,TRANSIT,71.35338
591,Hillsborough County,WALK,265.17275
592,Hillsborough County,AUTO,210.73023
593,Hillsborough County,AUTO,6.4812
594,Hillsborough County,AUTO,836.85213
594,Hillsborough County,BIKE,79.45124
594,Hillsborough County,TRANSIT,68.58716
595,Hillsborough County,AUTO,194.94545
596,Hillsborough County,AUTO,2095.24461
597,Hillsborough County,AUTO,2463.147
598,Hillsborough County,AUTO,8461.01725
598,Hillsborough County,BIKE,157.51853
598,Hillsborough County,SHUTTLE_VANPOOL,271.54308
598,Hillsborough County,TRANSIT,144.45078
598,Hillsborough County,WALK,879.91772
599,Hillsborough County,AUTO,932.87668
599,Hillsborough County,WALK,54.5432
600,Hillsborough County,AUTO,11486.18029
600,Hillsborough County,BIKE,367.77848
600,Hillsborough County,TNC,267.2216
600,Hillsborough County,TRANSIT,3.08709
600,Hillsborough County,WALK,5619.12475
601,Hillsborough County,AUTO,8717.28196
601,Hillsborough County,TNC,41.32177
601,Hillsborough County,WALK,1292.77882
602,Hillsborough County,AUTO,365.70182
602,Hillsborough County,CAR_SHARE,6.1923
602,Hillsborough County,TRANSIT,135.03387
602,Hillsborough County,WALK,5085.49085
603,Hillsborough County,AUTO,2400.94776
603,Hillsborough County,WALK,881.94018
604,Hillsborough County,AUTO,661.99029
604,Hillsborough County,WALK,3249.89786
605,Hillsborough County,AUTO,1275.52857
605,Hillsborough County,WALK,744.08974
606,Hillsborough County,AUTO,4034.7415
607,Hillsborough County,AUTO,417.95245
607,Hillsborough County,BIKE,6.1923
607,Hillsborough County,TNC,6.1923
607,Hillsborough County,WALK,309.13969
608,Hillsborough County,AUTO,4314.71186
608,Hillsborough County,WALK,78.10854
609,Hillsborough County,AUTO,2378.25874
609,Hillsborough County,WALK,672.47261
610,Hillsborough County,AUTO,2555.16718
611,Hillsborough County,AUTO,1384.1437
611,Hillsborough County,WALK,540.17107
612,Hillsborough County,AUTO,1241.40974
612,Hillsborough County,WALK,103.20935
613,Hillsborough County,AUTO,5574.41948
613,Hillsborough County,BIKE,6.1923
613,Hillsborough County,CAR_SHARE,36.9504
613,Hillsborough County,WALK,124.23085
614,Hillsborough County,AUTO,3854.26068
614,Hillsborough County,TRANSIT,527.8417
615,Hillsborough County,AUTO,1310.7614
616,Hillsborough County,AUTO,1779.89742
616,Hillsborough County,TNC,41.47721
617,Hillsborough County,AUTO,804.07263
618,Hillsborough County,AUTO,18747.88767
618,Hillsborough County,TRANSIT,724.03784
618,Hillsborough County,WALK,138.97558
619,Hillsborough County,AUTO,4199.89254
619,Hillsborough County,BIKE,159.50398
619,Hillsborough County,WALK,843.95682
620,Hillsborough County,AUTO,1921.58462
620,Hillsborough County,WALK,296.75509
621,Hillsborough County,AUTO,225.22127
621,Hillsborough County,BIKE,139.39722
621,Hillsborough County,WALK,1065.35703
622,Hillsborough County,AUTO,17136.92639
622,Hillsborough County,TRANSIT,119.03877
622,Hillsborough County,WALK,720.61149
623,Hillsborough County,AUTO,4541.34975
623,Hillsborough County,TRANSIT,156.24185
623,Hillsborough County,WALK,608.6472
624,Hillsborough County,AUTO,4606.99281
624,Hillsborough County,TRANSIT,6.09454
624,Hillsborough County,WALK,625.71361
625,Hillsborough County,AUTO,32.12479
625,Hillsborough County,TNC,4.65249
625,Hillsborough County,WALK,302.94739
626,Hillsborough County,AUTO,3160.26931
626,Hillsborough County,TNC,1593.02802
626,Hillsborough County,WALK,639.55844
627,Hillsborough County,AUTO,8373.35054
627,Hillsborough County,TRANSIT,172.34518
627,Hillsborough County,WALK,1863.82693
628,Hillsborough County,AUTO,6.33345
628,Hillsborough County,BIKE,6.1923
628,Hillsborough County,WALK,25.3338
629,Hillsborough County,AUTO,1181.82545
629,Hillsborough County,WALK,1788.8334
630,Hillsborough County,AUTO,1837.80136
630,Hillsborough County,WALK,1379.43508
631,Hillsborough County,AUTO,1338.48826
631,Hillsborough County,TNC,166.74907
631,Hillsborough County,TRANSIT,18.31567
631,Hillsborough County,WALK,3356.8043
632,Hillsborough County,AUTO,684.46239
633,Hillsborough County,AUTO,2573.47668
634,Hillsborough County,AUTO,5228.01373
634,Hillsborough County,WALK,471.57772
635,Hillsborough County,AUTO,15025.15871
635,Hillsborough County,CAR_SHARE,18.44573
635,Hillsborough County,WALK,151.80878
636,Hillsborough County,AUTO,1554.40199
637,Hillsborough County,AUTO,9438.29373
637,Hillsborough County,TNC,206.4774
637,Hillsborough County,WALK,2984.69085
638,Hillsborough County,AUTO,589.57995
638,Hillsborough County,WALK,77.56872
639,Hillsborough County,AUTO,239.82795
639,Hillsborough County,CAR_SHARE,115.9253
639,Hillsborough County,LONG_DIST_PASS,3854.26068
639,Hillsborough County,SHUTTLE_VANPOOL,5.98895
639,Hillsborough County,TRANSIT,52.2241
639,Hillsborough County,WALK,184.2267
640,Hillsborough County,AUTO,194.27587
641,Hillsborough County,AUTO,5115.46686
641,Hillsborough County,TNC,63.20233
641,Hillsborough County,TRANSIT,52.89008
641,Hillsborough County,WALK,3456.30018
642,Hillsborough County,AUTO,894.4167
643,Hillsborough County,AUTO,206.32999
644,Hillsborough County,AUTO,5119.84997
644,Hillsborough County,TNC,11.9779
644,Hillsborough County,TRANSIT,53.03771
644,Hillsborough County,WALK,415.44796
645,Hillsborough County,AUTO,1557.12271
645,Hillsborough County,TRANSIT,18.31567
645,Hillsborough County,WALK,308.3216
646,Hillsborough County,AUTO,19749.62409
646,Hillsborough County,BIKE,419.99892
646,Hillsborough County,LONG_DIST_PASS,9635.6517
646,Hillsborough County,SHUTTLE_VANPOOL,149.74679
646,Hillsborough County,WALK,2460.24614
647,Hillsborough County,AUTO,3578.22569
647,Hillsborough County,WALK,431.47471
648,Hillsborough County,AUTO,2682.07155
648,Hillsborough County,BIKE,3231.47896
648,Hillsborough County,WALK,1462.29251
649,Hillsborough County,AUTO,7719.13778
649,Hillsborough County,BIKE,1493.09546
649,Hillsborough County,WALK,1026.91932
650,Hillsborough County,AUTO,3210.25394
650,Hillsborough County,SCHOOL_BUS,80.38462
650,Hillsborough County,WALK,208.73754
651,Hillsborough County,AUTO,758.5772
652,Hillsborough County,AUTO,8.05653
653,Hillsborough County,AUTO,36.56722
654,Hillsborough County,AUTO,32.26417
655,Hillsborough County,AUTO,1015.46021
656,Hillsborough County,AUTO,482.85498
656,Hillsborough County,TNC,140.12983
657,Hillsborough County,AUTO,1882.73918
657,Hillsborough County,TRANSIT,537.92548
658,Hillsborough County,AUTO,13119.30175
659,Hillsborough County,AUTO,271.93355
659,Hillsborough County,TRANSIT,523.38514
660,Hillsborough County,AUTO,1155.9279
663,Hillsborough County,AUTO,999.29276
664,Hillsborough County,AUTO,615.24533
665,Hillsborough County,AUTO,1609.55224
665,Hillsborough County,WALK,197.27772
666,Hillsborough County,AUTO,562.85495
666,Hillsborough County,TNC,56.16277
667,Hillsborough County,AUTO,239.89356
668,Hillsborough County,AUTO,4106.35874
668,Hillsborough County,TRANSIT,150.39655
669,Hillsborough County,AUTO,8832.35736
669,Hillsborough County,WALK,3106.0165
670,Hillsborough County,AUTO,92.09801
671,Hillsborough County,AUTO,1443.26125
672,Hillsborough County,AUTO,243.16329
673,Hillsborough County,AUTO,139.09596
674,Hillsborough County,AUTO,1185.46752
675,Hillsborough County,AUTO,12783.46122
676,Hillsborough County,AUTO,15350.00498
676,Hillsborough County,BIKE,32.12478
676,Hillsborough County,WALK,73.53194
677,Hillsborough County,AUTO,400.92809
678,Hillsborough County,AUTO,180.34186
679,Hillsborough County,AUTO,11512.90686
680,Hillsborough County,AUTO,295.8168
680,Hillsborough County,WALK,158.1021
681,Hillsborough County,AUTO,30686.50326
682,Hillsborough County,AUTO,3684.24703
683,Hillsborough County,AUTO,782.75584
684,Hillsborough County,AUTO,19500.29665
684,Hillsborough County,SHUTTLE_VANPOOL,98.51126
685,Hillsborough County,AUTO,108.12002
687,Hillsborough County,AUTO,149.74684
688,Hillsborough County,AUTO,118.1579
688,Hillsborough County,TRANSIT,63.20496
689,Hillsborough County,AUTO,7811.06326
690,Hillsborough County,AUTO,7541.79598
690,Hillsborough County,WALK,3173.46175
691,Hillsborough County,AUTO,3912.70534
692,Hillsborough County,AUTO,895.91196
692,Hillsborough County,WALK,230.95056
693,Hillsborough County,AUTO,7744.2174
693,Hillsborough County,SCHOOL_BUS,159.90582
694,Hillsborough County,AUTO,30031.39707
694,Hillsborough County,SCHOOL_BUS,1874.4428
695,Hillsborough County,AUTO,1904.09401
696,Hillsborough County,AUTO,3597.33203
696,Hillsborough County,WALK,154.94183
697,Hillsborough County,AUTO,1632.88436
698,Hillsborough County,AUTO,9952.76492
699,Hillsborough County,AUTO,9437.85091
699,Hillsborough County,WALK,70.82052
700,Hillsborough County,AUTO,602.38321
701,Hillsborough County,AUTO,22888.80225
702,Hillsborough County,AUTO,13798.37658
703,Hillsborough County,AUTO,7202.03995
704,Hillsborough County,AUTO,5131.01634
704,Hillsborough County,WALK,24.14877
705,Hillsborough County,AUTO,5026.41348
705,Hillsborough County,WALK,63.20496
706,Hillsborough County,AUTO,504.25234
707,Hillsborough County,AUTO,1033.7196
708,Hillsborough County,AUTO,6545.02607
708,Hillsborough County,WALK,3.08709
709,Hillsborough County,AUTO,4211.76573
710,Hillsborough County,AUTO,2411.87213
710,Hillsborough County,OTHER,79.89392
711,Hillsborough County,AUTO,18910.28669
712,Hillsborough County,AUTO,14051.10677
712,Hillsborough County,OTHER,19.31601
712,Hillsborough County,WALK,1697.53168
713,Hillsborough County,AUTO,4594.09646
713,Hillsborough County,SCHOOL_BUS,79.05105
713,Hillsborough County,WALK,100.29022
714,Hillsborough County,AUTO,10165.84321
715,Hillsborough County,AUTO,9735.80418
716,Hillsborough County,AUTO,720.47994
717,Hillsborough County,AUTO,18.29127
718,Hillsborough County,AUTO,45.17723
719,Hillsborough County,AUTO,6842.60688
719,Hillsborough County,WALK,427.73304
720,Hillsborough County,AUTO,17187.3995
721,Hillsborough County,AUTO,109.46685
722,Hillsborough County,AUTO,15809.63165
722,Hillsborough County,TRANSIT,63.20496
723,Hillsborough County,AUTO,13893.10005
723,Hillsborough County,WALK,200.12367
724,Hillsborough County,AUTO,11311.41803
724,Hillsborough County,WALK,38.13624
725,Hillsborough County,AUTO,5390.40378
725,Hillsborough County,SCHOOL_BUS,1874.4428
726,Hillsborough County,AUTO,15895.23209
726,Hillsborough County,WALK,2586.67275
727,Hillsborough County,AUTO,10275.35507
728,Hillsborough County,AUTO,3487.69751
728,Hillsborough County,WALK,353.31578
729,Hillsborough County,AUTO,108.52855
730,Hillsborough County,AUTO,138.95286
731,Hillsborough County,AUTO,471.53126
732,Hillsborough County,AUTO,5885.97071
732,Hillsborough County,WALK,1167.52394
733,Hillsborough County,AUTO,12877.03386
733,Hillsborough County,WALK,596.53227
734,Hillsborough County,AUTO,11171.38966
734,Hillsborough County,TNC,99.14682
734,Hillsborough County,TRANSIT,79.05105
734,Hillsborough County,WALK,896.59513
735,Hillsborough County,AUTO,21892.57373
735,Hillsborough County,WALK,42.66178
736,Hillsborough County,AUTO,9664.77809
737,Hillsborough County,AUTO,4926.55353
737,Hillsborough County,WALK,427.6211
738,Hillsborough County,AUTO,10231.92078
739,Hillsborough County,AUTO,8643.44278
740,Hillsborough County,AUTO,11014.12439
741,Hillsborough County,AUTO,14370.78982
741,Hillsborough County,TRANSIT,3.08709
741,Hillsborough County,WALK,1185.51887
742,Hillsborough County,AUTO,839.45104
742,Hillsborough County,BIKE,231.6087
742,Hillsborough County,WALK,115.80435
